Mod:Item:MetaData, Localized Name
jaopca:ic2_crushed.octine, item.jaopca.ic2_crushed.octine.name
jaopca:ic2_crushed.orichalcum, item.jaopca.ic2_crushed.orichalcum.name
jaopca:ic2_crushed.osmium, item.jaopca.ic2_crushed.osmium.name
jaopca:ic2_crushed.oureclase, item.jaopca.ic2_crushed.oureclase.name
jaopca:ic2_crushed.platinum, item.jaopca.ic2_crushed.platinum.name
jaopca:ic2_crushed.prometheum, item.jaopca.ic2_crushed.prometheum.name
jaopca:ic2_crushed.rubracium, item.jaopca.ic2_crushed.rubracium.name
jaopca:ic2_crushed.sanguinite, item.jaopca.ic2_crushed.sanguinite.name
jaopca:ic2_crushed.shadow_iron, item.jaopca.ic2_crushed.shadow_iron.name
jaopca:ic2_crushed.syrmorite, item.jaopca.ic2_crushed.syrmorite.name
jaopca:ic2_crushed.thorium, item.jaopca.ic2_crushed.thorium.name
jaopca:ic2_crushed.titanium, item.jaopca.ic2_crushed.titanium.name
jaopca:ic2_crushed.tungsten, item.jaopca.ic2_crushed.tungsten.name
jaopca:ic2_crushed.vulcanite, item.jaopca.ic2_crushed.vulcanite.name
jaopca:ic2_crushed.vyroxeres, item.jaopca.ic2_crushed.vyroxeres.name
jaopca:ic2_crushed.zinc, item.jaopca.ic2_crushed.zinc.name
jaopca:ic2_crushed.zirconium, item.jaopca.ic2_crushed.zirconium.name
jaopca:ic2_purified_crushed.adamantine, item.jaopca.ic2_purified_crushed.adamantine.name
jaopca:ic2_purified_crushed.alduorite, item.jaopca.ic2_purified_crushed.alduorite.name
jaopca:ic2_purified_crushed.aluminium, item.jaopca.ic2_purified_crushed.aluminium.name
jaopca:ic2_purified_crushed.aluminum, item.jaopca.ic2_purified_crushed.aluminum.name
jaopca:ic2_purified_crushed.antimony, item.jaopca.ic2_purified_crushed.antimony.name
jaopca:ic2_purified_crushed.ardite, item.jaopca.ic2_purified_crushed.ardite.name
jaopca:ic2_purified_crushed.astral_silver, item.jaopca.ic2_purified_crushed.astral_silver.name
jaopca:ic2_purified_crushed.astral_starmetal, item.jaopca.ic2_purified_crushed.astral_starmetal.name
jaopca:ic2_purified_crushed.atlarus, item.jaopca.ic2_purified_crushed.atlarus.name
jaopca:ic2_purified_crushed.bismuth, item.jaopca.ic2_purified_crushed.bismuth.name
jaopca:ic2_purified_crushed.carmot, item.jaopca.ic2_purified_crushed.carmot.name
jaopca:ic2_purified_crushed.ceruclase, item.jaopca.ic2_purified_crushed.ceruclase.name
jaopca:ic2_purified_crushed.cobalt, item.jaopca.ic2_purified_crushed.cobalt.name
jaopca:ic2_purified_crushed.deep_iron, item.jaopca.ic2_purified_crushed.deep_iron.name
jaopca:ic2_purified_crushed.eximite, item.jaopca.ic2_purified_crushed.eximite.name
jaopca:ic2_purified_crushed.ignatius, item.jaopca.ic2_purified_crushed.ignatius.name
jaopca:ic2_purified_crushed.infuscolium, item.jaopca.ic2_purified_crushed.infuscolium.name
jaopca:ic2_purified_crushed.iridium, item.jaopca.ic2_purified_crushed.iridium.name
jaopca:ic2_purified_crushed.kalendrite, item.jaopca.ic2_purified_crushed.kalendrite.name
jaopca:ic2_purified_crushed.lemurite, item.jaopca.ic2_purified_crushed.lemurite.name
jaopca:ic2_purified_crushed.lithium, item.jaopca.ic2_purified_crushed.lithium.name
jaopca:ic2_purified_crushed.lutetium, item.jaopca.ic2_purified_crushed.lutetium.name
jaopca:ic2_purified_crushed.manganese, item.jaopca.ic2_purified_crushed.manganese.name
jaopca:ic2_purified_crushed.meutoite, item.jaopca.ic2_purified_crushed.meutoite.name
jaopca:ic2_purified_crushed.midasium, item.jaopca.ic2_purified_crushed.midasium.name
jaopca:ic2_purified_crushed.mithril, item.jaopca.ic2_purified_crushed.mithril.name
jaopca:ic2_purified_crushed.nickel, item.jaopca.ic2_purified_crushed.nickel.name
jaopca:ic2_purified_crushed.octine, item.jaopca.ic2_purified_crushed.octine.name
jaopca:ic2_purified_crushed.orichalcum, item.jaopca.ic2_purified_crushed.orichalcum.name
jaopca:ic2_purified_crushed.osmium, item.jaopca.ic2_purified_crushed.osmium.name
jaopca:ic2_purified_crushed.oureclase, item.jaopca.ic2_purified_crushed.oureclase.name
jaopca:ic2_purified_crushed.platinum, item.jaopca.ic2_purified_crushed.platinum.name
jaopca:ic2_purified_crushed.prometheum, item.jaopca.ic2_purified_crushed.prometheum.name
jaopca:ic2_purified_crushed.rubracium, item.jaopca.ic2_purified_crushed.rubracium.name
jaopca:ic2_purified_crushed.sanguinite, item.jaopca.ic2_purified_crushed.sanguinite.name
jaopca:ic2_purified_crushed.shadow_iron, item.jaopca.ic2_purified_crushed.shadow_iron.name
jaopca:ic2_purified_crushed.syrmorite, item.jaopca.ic2_purified_crushed.syrmorite.name
jaopca:ic2_purified_crushed.thorium, item.jaopca.ic2_purified_crushed.thorium.name
jaopca:ic2_purified_crushed.titanium, item.jaopca.ic2_purified_crushed.titanium.name
jaopca:ic2_purified_crushed.tungsten, item.jaopca.ic2_purified_crushed.tungsten.name
jaopca:ic2_purified_crushed.vulcanite, item.jaopca.ic2_purified_crushed.vulcanite.name
jaopca:ic2_purified_crushed.vyroxeres, item.jaopca.ic2_purified_crushed.vyroxeres.name
jaopca:ic2_purified_crushed.zinc, item.jaopca.ic2_purified_crushed.zinc.name
jaopca:ic2_purified_crushed.zirconium, item.jaopca.ic2_purified_crushed.zirconium.name
jaopca:magneticraft_chunk.adamantine, item.jaopca.magneticraft_chunk.adamantine.name
jaopca:magneticraft_chunk.alduorite, item.jaopca.magneticraft_chunk.alduorite.name
jaopca:magneticraft_chunk.antimony, item.jaopca.magneticraft_chunk.antimony.name
jaopca:magneticraft_chunk.ardite, item.jaopca.magneticraft_chunk.ardite.name
jaopca:magneticraft_chunk.astral_silver, item.jaopca.magneticraft_chunk.astral_silver.name
jaopca:magneticraft_chunk.astral_starmetal, item.jaopca.magneticraft_chunk.astral_starmetal.name
jaopca:magneticraft_chunk.atlarus, item.jaopca.magneticraft_chunk.atlarus.name
jaopca:magneticraft_chunk.bismuth, item.jaopca.magneticraft_chunk.bismuth.name
jaopca:magneticraft_chunk.carmot, item.jaopca.magneticraft_chunk.carmot.name
jaopca:magneticraft_chunk.ceruclase, item.jaopca.magneticraft_chunk.ceruclase.name
jaopca:magneticraft_chunk.deep_iron, item.jaopca.magneticraft_chunk.deep_iron.name
jaopca:magneticraft_chunk.eximite, item.jaopca.magneticraft_chunk.eximite.name
jaopca:magneticraft_chunk.ignatius, item.jaopca.magneticraft_chunk.ignatius.name
jaopca:magneticraft_chunk.infuscolium, item.jaopca.magneticraft_chunk.infuscolium.name
jaopca:magneticraft_chunk.iridium, item.jaopca.magneticraft_chunk.iridium.name
jaopca:magneticraft_chunk.kalendrite, item.jaopca.magneticraft_chunk.kalendrite.name
jaopca:magneticraft_chunk.lemurite, item.jaopca.magneticraft_chunk.lemurite.name
jaopca:magneticraft_chunk.lithium, item.jaopca.magneticraft_chunk.lithium.name
jaopca:magneticraft_chunk.lutetium, item.jaopca.magneticraft_chunk.lutetium.name
jaopca:magneticraft_chunk.manganese, item.jaopca.magneticraft_chunk.manganese.name
jaopca:magneticraft_chunk.meutoite, item.jaopca.magneticraft_chunk.meutoite.name
jaopca:magneticraft_chunk.midasium, item.jaopca.magneticraft_chunk.midasium.name
jaopca:magneticraft_chunk.octine, item.jaopca.magneticraft_chunk.octine.name
jaopca:magneticraft_chunk.orichalcum, item.jaopca.magneticraft_chunk.orichalcum.name
jaopca:magneticraft_chunk.oureclase, item.jaopca.magneticraft_chunk.oureclase.name
jaopca:magneticraft_chunk.platinum, item.jaopca.magneticraft_chunk.platinum.name
jaopca:magneticraft_chunk.prometheum, item.jaopca.magneticraft_chunk.prometheum.name
jaopca:magneticraft_chunk.rubracium, item.jaopca.magneticraft_chunk.rubracium.name
jaopca:magneticraft_chunk.sanguinite, item.jaopca.magneticraft_chunk.sanguinite.name
jaopca:magneticraft_chunk.shadow_iron, item.jaopca.magneticraft_chunk.shadow_iron.name
jaopca:magneticraft_chunk.syrmorite, item.jaopca.magneticraft_chunk.syrmorite.name
jaopca:magneticraft_chunk.thorium, item.jaopca.magneticraft_chunk.thorium.name
jaopca:magneticraft_chunk.titanium, item.jaopca.magneticraft_chunk.titanium.name
jaopca:magneticraft_chunk.uranium, item.jaopca.magneticraft_chunk.uranium.name
jaopca:magneticraft_chunk.vulcanite, item.jaopca.magneticraft_chunk.vulcanite.name
jaopca:magneticraft_chunk.vyroxeres, item.jaopca.magneticraft_chunk.vyroxeres.name
jaopca:magneticraft_chunk.zirconium, item.jaopca.magneticraft_chunk.zirconium.name
jaopca:magneticraft_rocky_chunk.adamantine, item.jaopca.magneticraft_rocky_chunk.adamantine.name
jaopca:magneticraft_rocky_chunk.alduorite, item.jaopca.magneticraft_rocky_chunk.alduorite.name
jaopca:magneticraft_rocky_chunk.antimony, item.jaopca.magneticraft_rocky_chunk.antimony.name
jaopca:magneticraft_rocky_chunk.ardite, item.jaopca.magneticraft_rocky_chunk.ardite.name
jaopca:magneticraft_rocky_chunk.astral_silver, item.jaopca.magneticraft_rocky_chunk.astral_silver.name
jaopca:magneticraft_rocky_chunk.astral_starmetal, item.jaopca.magneticraft_rocky_chunk.astral_starmetal.name
jaopca:magneticraft_rocky_chunk.atlarus, item.jaopca.magneticraft_rocky_chunk.atlarus.name
jaopca:magneticraft_rocky_chunk.bismuth, item.jaopca.magneticraft_rocky_chunk.bismuth.name
jaopca:magneticraft_rocky_chunk.carmot, item.jaopca.magneticraft_rocky_chunk.carmot.name
jaopca:magneticraft_rocky_chunk.ceruclase, item.jaopca.magneticraft_rocky_chunk.ceruclase.name
jaopca:magneticraft_rocky_chunk.deep_iron, item.jaopca.magneticraft_rocky_chunk.deep_iron.name
jaopca:magneticraft_rocky_chunk.eximite, item.jaopca.magneticraft_rocky_chunk.eximite.name
jaopca:magneticraft_rocky_chunk.ignatius, item.jaopca.magneticraft_rocky_chunk.ignatius.name
jaopca:magneticraft_rocky_chunk.infuscolium, item.jaopca.magneticraft_rocky_chunk.infuscolium.name
jaopca:magneticraft_rocky_chunk.iridium, item.jaopca.magneticraft_rocky_chunk.iridium.name
jaopca:magneticraft_rocky_chunk.kalendrite, item.jaopca.magneticraft_rocky_chunk.kalendrite.name
jaopca:magneticraft_rocky_chunk.lemurite, item.jaopca.magneticraft_rocky_chunk.lemurite.name
jaopca:magneticraft_rocky_chunk.lithium, item.jaopca.magneticraft_rocky_chunk.lithium.name
jaopca:magneticraft_rocky_chunk.lutetium, item.jaopca.magneticraft_rocky_chunk.lutetium.name
jaopca:magneticraft_rocky_chunk.manganese, item.jaopca.magneticraft_rocky_chunk.manganese.name
jaopca:magneticraft_rocky_chunk.meutoite, item.jaopca.magneticraft_rocky_chunk.meutoite.name
jaopca:magneticraft_rocky_chunk.midasium, item.jaopca.magneticraft_rocky_chunk.midasium.name
jaopca:magneticraft_rocky_chunk.octine, item.jaopca.magneticraft_rocky_chunk.octine.name
jaopca:magneticraft_rocky_chunk.orichalcum, item.jaopca.magneticraft_rocky_chunk.orichalcum.name
jaopca:magneticraft_rocky_chunk.oureclase, item.jaopca.magneticraft_rocky_chunk.oureclase.name
jaopca:magneticraft_rocky_chunk.platinum, item.jaopca.magneticraft_rocky_chunk.platinum.name
jaopca:magneticraft_rocky_chunk.prometheum, item.jaopca.magneticraft_rocky_chunk.prometheum.name
jaopca:magneticraft_rocky_chunk.rubracium, item.jaopca.magneticraft_rocky_chunk.rubracium.name
jaopca:magneticraft_rocky_chunk.sanguinite, item.jaopca.magneticraft_rocky_chunk.sanguinite.name
jaopca:magneticraft_rocky_chunk.shadow_iron, item.jaopca.magneticraft_rocky_chunk.shadow_iron.name
jaopca:magneticraft_rocky_chunk.syrmorite, item.jaopca.magneticraft_rocky_chunk.syrmorite.name
jaopca:magneticraft_rocky_chunk.thorium, item.jaopca.magneticraft_rocky_chunk.thorium.name
jaopca:magneticraft_rocky_chunk.titanium, item.jaopca.magneticraft_rocky_chunk.titanium.name
jaopca:magneticraft_rocky_chunk.uranium, item.jaopca.magneticraft_rocky_chunk.uranium.name
jaopca:magneticraft_rocky_chunk.vulcanite, item.jaopca.magneticraft_rocky_chunk.vulcanite.name
jaopca:magneticraft_rocky_chunk.vyroxeres, item.jaopca.magneticraft_rocky_chunk.vyroxeres.name
jaopca:magneticraft_rocky_chunk.zirconium, item.jaopca.magneticraft_rocky_chunk.zirconium.name
jaopca:mekanism_clump.adamantine, item.jaopca.mekanism_clump.adamantine.name
jaopca:mekanism_clump.alduorite, item.jaopca.mekanism_clump.alduorite.name
jaopca:mekanism_clump.aluminium, item.jaopca.mekanism_clump.aluminium.name
jaopca:mekanism_clump.aluminum, item.jaopca.mekanism_clump.aluminum.name
jaopca:mekanism_clump.antimony, item.jaopca.mekanism_clump.antimony.name
jaopca:mekanism_clump.ardite, item.jaopca.mekanism_clump.ardite.name
jaopca:mekanism_clump.astral_silver, item.jaopca.mekanism_clump.astral_silver.name
jaopca:mekanism_clump.astral_starmetal, item.jaopca.mekanism_clump.astral_starmetal.name
jaopca:mekanism_clump.atlarus, item.jaopca.mekanism_clump.atlarus.name
jaopca:mekanism_clump.bismuth, item.jaopca.mekanism_clump.bismuth.name
jaopca:mekanism_clump.carmot, item.jaopca.mekanism_clump.carmot.name
jaopca:mekanism_clump.ceruclase, item.jaopca.mekanism_clump.ceruclase.name
jaopca:mekanism_clump.cobalt, item.jaopca.mekanism_clump.cobalt.name
jaopca:mekanism_clump.deep_iron, item.jaopca.mekanism_clump.deep_iron.name
jaopca:mekanism_clump.eximite, item.jaopca.mekanism_clump.eximite.name
jaopca:mekanism_clump.ignatius, item.jaopca.mekanism_clump.ignatius.name
jaopca:mekanism_clump.infuscolium, item.jaopca.mekanism_clump.infuscolium.name
jaopca:mekanism_clump.iridium, item.jaopca.mekanism_clump.iridium.name
jaopca:mekanism_clump.kalendrite, item.jaopca.mekanism_clump.kalendrite.name
jaopca:mekanism_clump.lemurite, item.jaopca.mekanism_clump.lemurite.name
jaopca:mekanism_clump.lithium, item.jaopca.mekanism_clump.lithium.name
jaopca:mekanism_clump.lutetium, item.jaopca.mekanism_clump.lutetium.name
jaopca:mekanism_clump.manganese, item.jaopca.mekanism_clump.manganese.name
jaopca:mekanism_clump.meutoite, item.jaopca.mekanism_clump.meutoite.name
jaopca:mekanism_clump.midasium, item.jaopca.mekanism_clump.midasium.name
jaopca:mekanism_clump.mithril, item.jaopca.mekanism_clump.mithril.name
jaopca:mekanism_clump.nickel, item.jaopca.mekanism_clump.nickel.name
jaopca:mekanism_clump.octine, item.jaopca.mekanism_clump.octine.name
jaopca:mekanism_clump.orichalcum, item.jaopca.mekanism_clump.orichalcum.name
jaopca:mekanism_clump.oureclase, item.jaopca.mekanism_clump.oureclase.name
jaopca:mekanism_clump.platinum, item.jaopca.mekanism_clump.platinum.name
jaopca:mekanism_clump.prometheum, item.jaopca.mekanism_clump.prometheum.name
jaopca:mekanism_clump.rubracium, item.jaopca.mekanism_clump.rubracium.name
jaopca:mekanism_clump.sanguinite, item.jaopca.mekanism_clump.sanguinite.name
jaopca:mekanism_clump.shadow_iron, item.jaopca.mekanism_clump.shadow_iron.name
jaopca:mekanism_clump.syrmorite, item.jaopca.mekanism_clump.syrmorite.name
jaopca:mekanism_clump.thorium, item.jaopca.mekanism_clump.thorium.name
jaopca:mekanism_clump.titanium, item.jaopca.mekanism_clump.titanium.name
jaopca:mekanism_clump.tungsten, item.jaopca.mekanism_clump.tungsten.name
jaopca:mekanism_clump.uranium, item.jaopca.mekanism_clump.uranium.name
jaopca:mekanism_clump.vulcanite, item.jaopca.mekanism_clump.vulcanite.name
jaopca:mekanism_clump.vyroxeres, item.jaopca.mekanism_clump.vyroxeres.name
jaopca:mekanism_clump.zinc, item.jaopca.mekanism_clump.zinc.name
jaopca:mekanism_clump.zirconium, item.jaopca.mekanism_clump.zirconium.name
jaopca:mekanism_crystal.adamantine, item.jaopca.mekanism_crystal.adamantine.name
jaopca:mekanism_crystal.alduorite, item.jaopca.mekanism_crystal.alduorite.name
jaopca:mekanism_crystal.aluminium, item.jaopca.mekanism_crystal.aluminium.name
jaopca:mekanism_crystal.aluminum, item.jaopca.mekanism_crystal.aluminum.name
jaopca:mekanism_crystal.antimony, item.jaopca.mekanism_crystal.antimony.name
jaopca:mekanism_crystal.ardite, item.jaopca.mekanism_crystal.ardite.name
jaopca:mekanism_crystal.astral_silver, item.jaopca.mekanism_crystal.astral_silver.name
jaopca:mekanism_crystal.astral_starmetal, item.jaopca.mekanism_crystal.astral_starmetal.name
jaopca:mekanism_crystal.atlarus, item.jaopca.mekanism_crystal.atlarus.name
jaopca:mekanism_crystal.bismuth, item.jaopca.mekanism_crystal.bismuth.name
jaopca:mekanism_crystal.carmot, item.jaopca.mekanism_crystal.carmot.name
jaopca:mekanism_crystal.ceruclase, item.jaopca.mekanism_crystal.ceruclase.name
jaopca:mekanism_crystal.cobalt, item.jaopca.mekanism_crystal.cobalt.name
jaopca:mekanism_crystal.deep_iron, item.jaopca.mekanism_crystal.deep_iron.name
jaopca:mekanism_crystal.eximite, item.jaopca.mekanism_crystal.eximite.name
jaopca:mekanism_crystal.ignatius, item.jaopca.mekanism_crystal.ignatius.name
jaopca:mekanism_crystal.infuscolium, item.jaopca.mekanism_crystal.infuscolium.name
jaopca:mekanism_crystal.iridium, item.jaopca.mekanism_crystal.iridium.name
jaopca:mekanism_crystal.kalendrite, item.jaopca.mekanism_crystal.kalendrite.name
jaopca:mekanism_crystal.lemurite, item.jaopca.mekanism_crystal.lemurite.name
jaopca:mekanism_crystal.lithium, item.jaopca.mekanism_crystal.lithium.name
jaopca:mekanism_crystal.lutetium, item.jaopca.mekanism_crystal.lutetium.name
jaopca:mekanism_crystal.manganese, item.jaopca.mekanism_crystal.manganese.name
jaopca:mekanism_crystal.meutoite, item.jaopca.mekanism_crystal.meutoite.name
jaopca:mekanism_crystal.midasium, item.jaopca.mekanism_crystal.midasium.name
jaopca:mekanism_crystal.mithril, item.jaopca.mekanism_crystal.mithril.name
jaopca:mekanism_crystal.nickel, item.jaopca.mekanism_crystal.nickel.name
jaopca:mekanism_crystal.octine, item.jaopca.mekanism_crystal.octine.name
jaopca:mekanism_crystal.orichalcum, item.jaopca.mekanism_crystal.orichalcum.name
jaopca:mekanism_crystal.oureclase, item.jaopca.mekanism_crystal.oureclase.name
jaopca:mekanism_crystal.platinum, item.jaopca.mekanism_crystal.platinum.name
jaopca:mekanism_crystal.prometheum, item.jaopca.mekanism_crystal.prometheum.name
jaopca:mekanism_crystal.rubracium, item.jaopca.mekanism_crystal.rubracium.name
jaopca:mekanism_crystal.sanguinite, item.jaopca.mekanism_crystal.sanguinite.name
jaopca:mekanism_crystal.shadow_iron, item.jaopca.mekanism_crystal.shadow_iron.name
jaopca:mekanism_crystal.syrmorite, item.jaopca.mekanism_crystal.syrmorite.name
jaopca:mekanism_crystal.thorium, item.jaopca.mekanism_crystal.thorium.name
jaopca:mekanism_crystal.titanium, item.jaopca.mekanism_crystal.titanium.name
jaopca:mekanism_crystal.tungsten, item.jaopca.mekanism_crystal.tungsten.name
jaopca:mekanism_crystal.uranium, item.jaopca.mekanism_crystal.uranium.name
jaopca:mekanism_crystal.vulcanite, item.jaopca.mekanism_crystal.vulcanite.name
jaopca:mekanism_crystal.vyroxeres, item.jaopca.mekanism_crystal.vyroxeres.name
jaopca:mekanism_crystal.zinc, item.jaopca.mekanism_crystal.zinc.name
jaopca:mekanism_crystal.zirconium, item.jaopca.mekanism_crystal.zirconium.name
jaopca:mekanism_dirty_dust.adamantine, item.jaopca.mekanism_dirty_dust.adamantine.name
jaopca:mekanism_dirty_dust.alduorite, item.jaopca.mekanism_dirty_dust.alduorite.name
jaopca:mekanism_dirty_dust.aluminium, item.jaopca.mekanism_dirty_dust.aluminium.name
jaopca:mekanism_dirty_dust.aluminum, item.jaopca.mekanism_dirty_dust.aluminum.name
jaopca:mekanism_dirty_dust.antimony, item.jaopca.mekanism_dirty_dust.antimony.name
jaopca:mekanism_dirty_dust.ardite, item.jaopca.mekanism_dirty_dust.ardite.name
jaopca:mekanism_dirty_dust.astral_silver, item.jaopca.mekanism_dirty_dust.astral_silver.name
